OBJECTID1,OBJECTID2,OBJECTID1_admin1Name,OBJECTID1_admin2Name,OBJECTID1_admin3Name,OBJECTID2_admin1Name,OBJECTID2_admin2Name,OBJECTID2_admin3Name
42,74,Eastern,Kailahun,Luawa,Eastern,Kailahun,Kissi Tongi
73,74,Eastern,Kailahun,Kissi Teng,Eastern,Kailahun,Kissi Tongi
74,74,Eastern,Kailahun,Kissi Tongi,Eastern,Kailahun,Kissi Tongi
22,75,Eastern,Kailahun,Penguia,Eastern,Kailahun,Kpeje Bongre
42,75,Eastern,Kailahun,Luawa,Eastern,Kailahun,Kpeje Bongre
63,75,Eastern,Kailahun,Njaluahun,Eastern,Kailahun,Kpeje Bongre
71,75,Eastern,Kailahun,Jawie,Eastern,Kailahun,Kpeje Bongre
75,75,Eastern,Kailahun,Kpeje Bongre,Eastern,Kailahun,Kpeje Bongre
76,75,Eastern,Kailahun,Kpeje West,Eastern,Kailahun,Kpeje Bongre
78,75,Eastern,Kailahun,Mandu,Eastern,Kailahun,Kpeje Bongre
80,75,Eastern,Kailahun,Upper Bambara,Eastern,Kailahun,Kpeje Bongre
22,76,Eastern,Kailahun,Penguia,Eastern,Kailahun,Kpeje West
61,76,Eastern,Kenema,Malegohun,Eastern,Kailahun,Kpeje West
63,76,Eastern,Kailahun,Njaluahun,Eastern,Kailahun,Kpeje West
75,76,Eastern,Kailahun,Kpeje Bongre,Eastern,Kailahun,Kpeje West
76,76,Eastern,Kailahun,Kpeje West,Eastern,Kailahun,Kpeje West
82,76,Eastern,Kailahun,Yawei,Eastern,Kailahun,Kpeje West
40,77,Eastern,Kenema,Gaura,Eastern,Kailahun,Malema
64,77,Eastern,Kenema,Nomo,Eastern,Kailahun,Malema
70,77,Eastern,Kailahun,Dea,Eastern,Kailahun,Malema
71,77,Eastern,Kailahun,Jawie,Eastern,Kailahun,Malema
77,77,Eastern,Kailahun,Malema,Eastern,Kailahun,Malema
78,77,Eastern,Kailahun,Mandu,Eastern,Kailahun,Malema
70,78,Eastern,Kailahun,Dea,Eastern,Kailahun,Mandu
71,78,Eastern,Kailahun,Jawie,Eastern,Kailahun,Mandu
75,78,Eastern,Kailahun,Kpeje Bongre,Eastern,Kailahun,Mandu
77,78,Eastern,Kailahun,Malema,Eastern,Kailahun,Mandu
78,78,Eastern,Kailahun,Mandu,Eastern,Kailahun,Mandu
80,78,Eastern,Kailahun,Upper Bambara,Eastern,Kailahun,Mandu
12,79,Northern,Kambia,Bramaia,Northern,Kambia,Gbinle Dixing
79,79,Northern,Kambia,Gbinle Dixing,Northern,Kambia,Gbinle Dixing
151,79,Northern,Kambia,Magbema,Northern,Kambia,Gbinle Dixing
153,79,Northern,Kambia,Samu,Northern,Kambia,Gbinle Dixing
42,80,Eastern,Kailahun,Luawa,Eastern,Kailahun,Upper Bambara
70,80,Eastern,Kailahun,Dea,Eastern,Kailahun,Upper Bambara
75,80,Eastern,Kailahun,Kpeje Bongre,Eastern,Kailahun,Upper Bambara
78,80,Eastern,Kailahun,Mandu,Eastern,Kailahun,Upper Bambara
80,80,Eastern,Kailahun,Upper Bambara,Eastern,Kailahun,Upper Bambara
18,81,Southern,Pujehun,Malen,Southern,Bo,Jaiama Bongor
50,81,Southern,Bo,Bagbo,Southern,Bo,Jaiama Bongor
54,81,Southern,Bo,Boama,Southern,Bo,Jaiama Bongor
66,81,Eastern,Kenema,Small Bo,Southern,Bo,Jaiama Bongor
81,81,Southern,Bo,Jaiama Bongor,Southern,Bo,Jaiama Bongor
87,81,Southern,Bo,Kakua,Southern,Bo,Jaiama Bongor
91,81,Southern,Bo,Tikonko,Southern,Bo,Jaiama Bongor
94,81,Southern,Bo,Wonde,Southern,Bo,Jaiama Bongor
22,82,Eastern,Kailahun,Penguia,Eastern,Kailahun,Yawei
61,82,Eastern,Kenema,Malegohun,Eastern,Kailahun,Yawei
76,82,Eastern,Kailahun,Kpeje West,Eastern,Kailahun,Yawei
82,82,Eastern,Kailahun,Yawei,Eastern,Kailahun,Yawei
117,82,Eastern,Kono,Gbane,Eastern,Kailahun,Yawei
8,83,Southern,Bo,Komboya,Southern,Bo,Badjia
38,83,Eastern,Kenema,Simbaru,Southern,Bo,Badjia
43,83,Eastern,Kenema,Kandu Leppiama,Southern,Bo,Badjia
54,83,Southern,Bo,Boama,Southern,Bo,Badjia
83,83,Southern,Bo,Badjia,Southern,Bo,Badjia
84,83,Southern,Bo,Bagbwe(Bagbe),Southern,Bo,Badjia
8,84,Southern,Bo,Komboya,Southern,Bo,Bagbwe(Bagbe)
54,84,Southern,Bo,Boama,Southern,Bo,Bagbwe(Bagbe)
83,84,Southern,Bo,Badjia,Southern,Bo,Bagbwe(Bagbe)
84,84,Southern,Bo,Bagbwe(Bagbe),Southern,Bo,Bagbwe(Bagbe)
87,84,Southern,Bo,Kakua,Southern,Bo,Bagbwe(Bagbe)
92,84,Southern,Bo,Niawa Lenga,Southern,Bo,Bagbwe(Bagbe)
13,85,Southern,Bonthe,Kpanda Kemo,Southern,Bo,Bumpe Ngao
33,85,Southern,Moyamba,Dasse,Southern,Bo,Bumpe Ngao
44,85,Southern,Moyamba,Kowa,Southern,Bo,Bumpe Ngao
46,85,Southern,Moyamba,Lower Banta,Southern,Bo,Bumpe Ngao
57,85,Southern,Moyamba,Upper Banta,Southern,Bo,Bumpe Ngao
85,85,Southern,Bo,Bumpe Ngao,Southern,Bo,Bumpe Ngao
86,85,Southern,Bo,Gbo,Southern,Bo,Bumpe Ngao
90,85,Southern,Bo,Lugbu,Southern,Bo,Bumpe Ngao
91,85,Southern,Bo,Tikonko,Southern,Bo,Bumpe Ngao
9,86,Southern,Bo,Valunia,Southern,Bo,Gbo
34,86,Southern,Bo,Selenga,Southern,Bo,Gbo
44,86,Southern,Moyamba,Kowa,Southern,Bo,Gbo
48,86,Southern,Moyamba,Kamajei,Southern,Bo,Gbo
85,86,Southern,Bo,Bumpe Ngao,Southern,Bo,Gbo
86,86,Southern,Bo,Gbo,Southern,Bo,Gbo
87,86,Southern,Bo,Kakua,Southern,Bo,Gbo
91,86,Southern,Bo,Tikonko,Southern,Bo,Gbo
34,87,Southern,Bo,Selenga,Southern,Bo,Kakua
54,87,Southern,Bo,Boama,Southern,Bo,Kakua
81,87,Southern,Bo,Jaiama Bongor,Southern,Bo,Kakua
84,87,Southern,Bo,Bagbwe(Bagbe),Southern,Bo,Kakua
86,87,Southern,Bo,Gbo,Southern,Bo,Kakua
87,87,Southern,Bo,Kakua,Southern,Bo,Kakua
91,87,Southern,Bo,Tikonko,Southern,Bo,Kakua
92,87,Southern,Bo,Niawa Lenga,Southern,Bo,Kakua
95,87,Southern,Bo,Bo Town,Southern,Bo,Kakua
88,88,Northern,Tonkolili,Kalansogoia,Northern,Tonkolili,Kalansogoia
99,88,Northern,Tonkolili,Kafe Simiria,Northern,Tonkolili,Kalansogoia
105,88,Northern,Tonkolili,Sambaya,Northern,Tonkolili,Kalansogoia
128,88,Northern,Koinadugu,Diang,Northern,Tonkolili,Kalansogoia
130,88,Northern,Koinadugu,Kasunko,Northern,Tonkolili,Kalansogoia
138,88,Northern,Bombali,Biriwa,Northern,Tonkolili,Kalansogoia
146,88,Northern,Bombali,Safroko Limba,Northern,Tonkolili,Kalansogoia
2,89,Northern,Port Loko,Koya,Northern,Port Loko,Marampa
11,89,Northern,Port Loko,Buya Romende,Northern,Port Loko,Marampa
89,89,Northern,Port Loko,Marampa,Northern,Port Loko,Marampa
93,89,Northern,Port Loko,Maforki,Northern,Port Loko,Marampa
100,89,Northern,Tonkolili,Malal Mara,Northern,Port Loko,Marampa
110,89,Northern,Port Loko,Masimera,Northern,Port Loko,Marampa
145,89,Northern,Bombali,Makari Gbanti,Northern,Port Loko,Marampa
13,90,Southern,Bonthe,Kpanda Kemo,Southern,Bo,Lugbu
50,90,Southern,Bo,Bagbo,Southern,Bo,Lugbu
85,90,Southern,Bo,Bumpe Ngao,Southern,Bo,Lugbu
90,90,Southern,Bo,Lugbu,Southern,Bo,Lugbu
91,90,Southern,Bo,Tikonko,Southern,Bo,Lugbu
50,91,Southern,Bo,Bagbo,Southern,Bo,Tikonko
81,91,Southern,Bo,Jaiama Bongor,Southern,Bo,Tikonko
85,91,Southern,Bo,Bumpe Ngao,Southern,Bo,Tikonko
86,91,Southern,Bo,Gbo,Southern,Bo,Tikonko
87,91,Southern,Bo,Kakua,Southern,Bo,Tikonko
90,91,Southern,Bo,Lugbu,Southern,Bo,Tikonko
91,91,Southern,Bo,Tikonko,Southern,Bo,Tikonko
95,91,Southern,Bo,Bo Town,Southern,Bo,Tikonko
8,92,Southern,Bo,Komboya,Southern,Bo,Niawa Lenga
9,92,Southern,Bo,Valunia,Southern,Bo,Niawa Lenga
34,92,Southern,Bo,Selenga,Southern,Bo,Niawa Lenga
84,92,Southern,Bo,Bagbwe(Bagbe),Southern,Bo,Niawa Lenga
87,92,Southern,Bo,Kakua,Southern,Bo,Niawa Lenga
92,92,Southern,Bo,Niawa Lenga,Southern,Bo,Niawa Lenga
2,93,Northern,Port Loko,Koya,Northern,Port Loko,Maforki
3,93,Northern,Port Loko,Bureh Kasseh Ma,Northern,Port Loko,Maforki
11,93,Northern,Port Loko,Buya Romende,Northern,Port Loko,Maforki
89,93,Northern,Port Loko,Marampa,Northern,Port Loko,Maforki
93,93,Northern,Port Loko,Maforki,Northern,Port Loko,Maforki
96,93,Northern,Port Loko,Dibia,Northern,Port Loko,Maforki
109,93,Northern,Port Loko,Lokomasama,Northern,Port Loko,Maforki
113,93,Northern,Port Loko,TMS,Northern,Port Loko,Maforki
18,94,Southern,Pujehun,Malen,Southern,Bo,Wonde
20,94,Southern,Pujehun,Sowa,Southern,Bo,Wonde
49,94,Eastern,Kenema,Langrama,Southern,Bo,Wonde
62,94,Eastern,Kenema,Niawa,Southern,Bo,Wonde
66,94,Eastern,Kenema,Small Bo,Southern,Bo,Wonde
81,94,Southern,Bo,Jaiama Bongor,Southern,Bo,Wonde
94,94,Southern,Bo,Wonde,Southern,Bo,Wonde
87,95,Southern,Bo,Kakua,Southern,Bo,Bo Town
91,95,Southern,Bo,Tikonko,Southern,Bo,Bo Town
95,95,Southern,Bo,Bo Town,Southern,Bo,Bo Town
3,96,Northern,Port Loko,Bureh Kasseh Ma,Northern,Port Loko,Dibia
93,96,Northern,Port Loko,Maforki,Northern,Port Loko,Dibia
96,96,Northern,Port Loko,Dibia,Northern,Port Loko,Dibia
111,96,Northern,Port Loko,Sanda Magbolont,Northern,Port Loko,Dibia
113,96,Northern,Port Loko,TMS,Northern,Port Loko,Dibia
142,96,Northern,Bombali,Libeisaygahun,Northern,Port Loko,Dibia
9,97,Southern,Bo,Valunia,Northern,Tonkolili,Kunike Barina
58,97,Eastern,Kenema,Gorama Mende,Northern,Tonkolili,Kunike Barina
97,97,Northern,Tonkolili,Kunike Barina,Northern,Tonkolili,Kunike Barina
98,97,Northern,Tonkolili,Gbonkolenken,Northern,Tonkolili,Kunike Barina
103,97,Northern,Tonkolili,Kunike,Northern,Tonkolili,Kunike Barina
106,97,Northern,Tonkolili,Tane,Northern,Tonkolili,Kunike Barina
9,98,Southern,Bo,Valunia,Northern,Tonkolili,Gbonkolenken
48,98,Southern,Moyamba,Kamajei,Northern,Tonkolili,Gbonkolenken
51,98,Southern,Moyamba,Kori,Northern,Tonkolili,Gbonkolenken
97,98,Northern,Tonkolili,Kunike Barina,Northern,Tonkolili,Gbonkolenken
98,98,Northern,Tonkolili,Gbonkolenken,Northern,Tonkolili,Gbonkolenken
101,98,Northern,Tonkolili,Kholifa Mabang,Northern,Tonkolili,Gbonkolenken
102,98,Northern,Tonkolili,Kholifa Rowala,Northern,Tonkolili,Gbonkolenken
106,98,Northern,Tonkolili,Tane,Northern,Tonkolili,Gbonkolenken
107,98,Northern,Tonkolili,Yoni,Northern,Tonkolili,Gbonkolenken
88,99,Northern,Tonkolili,Kalansogoia,Northern,Tonkolili,Kafe Simiria
99,99,Northern,Tonkolili,Kafe Simiria,Northern,Tonkolili,Kafe Simiria
102,99,Northern,Tonkolili,Kholifa Rowala,Northern,Tonkolili,Kafe Simiria
103,99,Northern,Tonkolili,Kunike,Northern,Tonkolili,Kafe Simiria
105,99,Northern,Tonkolili,Sambaya,Northern,Tonkolili,Kafe Simiria
106,99,Northern,Tonkolili,Tane,Northern,Tonkolili,Kafe Simiria
144,99,Northern,Bombali,Paki Masabong,Northern,Tonkolili,Kafe Simiria
146,99,Northern,Bombali,Safroko Limba,Northern,Tonkolili,Kafe Simiria
89,100,Northern,Port Loko,Marampa,Northern,Tonkolili,Malal Mara
100,100,Northern,Tonkolili,Malal Mara,Northern,Tonkolili,Malal Mara
101,100,Northern,Tonkolili,Kholifa Mabang,Northern,Tonkolili,Malal Mara
102,100,Northern,Tonkolili,Kholifa Rowala,Northern,Tonkolili,Malal Mara
110,100,Northern,Port Loko,Masimera,Northern,Tonkolili,Malal Mara
140,100,Northern,Bombali,Bombali Sebora,Northern,Tonkolili,Malal Mara
145,100,Northern,Bombali,Makari Gbanti,Northern,Tonkolili,Malal Mara
98,101,Northern,Tonkolili,Gbonkolenken,Northern,Tonkolili,Kholifa Mabang
100,101,Northern,Tonkolili,Malal Mara,Northern,Tonkolili,Kholifa Mabang
101,101,Northern,Tonkolili,Kholifa Mabang,Northern,Tonkolili,Kholifa Mabang
102,101,Northern,Tonkolili,Kholifa Rowala,Northern,Tonkolili,Kholifa Mabang
107,101,Northern,Tonkolili,Yoni,Northern,Tonkolili,Kholifa Mabang
110,101,Northern,Port Loko,Masimera,Northern,Tonkolili,Kholifa Mabang
98,102,Northern,Tonkolili,Gbonkolenken,Northern,Tonkolili,Kholifa Rowala
99,102,Northern,Tonkolili,Kafe Simiria,Northern,Tonkolili,Kholifa Rowala
100,102,Northern,Tonkolili,Malal Mara,Northern,Tonkolili,Kholifa Rowala
101,102,Northern,Tonkolili,Kholifa Mabang,Northern,Tonkolili,Kholifa Rowala
102,102,Northern,Tonkolili,Kholifa Rowala,Northern,Tonkolili,Kholifa Rowala
106,102,Northern,Tonkolili,Tane,Northern,Tonkolili,Kholifa Rowala
140,102,Northern,Bombali,Bombali Sebora,Northern,Tonkolili,Kholifa Rowala
144,102,Northern,Bombali,Paki Masabong,Northern,Tonkolili,Kholifa Rowala
58,103,Eastern,Kenema,Gorama Mende,Northern,Tonkolili,Kunike
97,103,Northern,Tonkolili,Kunike Barina,Northern,Tonkolili,Kunike
99,103,Northern,Tonkolili,Kafe Simiria,Northern,Tonkolili,Kunike
103,103,Northern,Tonkolili,Kunike,Northern,Tonkolili,Kunike
105,103,Northern,Tonkolili,Sambaya,Northern,Tonkolili,Kunike
106,103,Northern,Tonkolili,Tane,Northern,Tonkolili,Kunike
125,103,Eastern,Kono,Nimiyama,Northern,Tonkolili,Kunike
135,103,Northern,Koinadugu,Nieni,Northern,Tonkolili,Kunike
26,104,Northern,Koinadugu,Sulima,Northern,Koinadugu,Dembelia - Sink
104,104,Northern,Koinadugu,Dembelia - Sink,Northern,Koinadugu,Dembelia - Sink
129,104,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Dembelia - Sink
88,105,Northern,Tonkolili,Kalansogoia,Northern,Tonkolili,Sambaya
99,105,Northern,Tonkolili,Kafe Simiria,Northern,Tonkolili,Sambaya
103,105,Northern,Tonkolili,Kunike,Northern,Tonkolili,Sambaya
105,105,Northern,Tonkolili,Sambaya,Northern,Tonkolili,Sambaya
128,105,Northern,Koinadugu,Diang,Northern,Tonkolili,Sambaya
135,105,Northern,Koinadugu,Nieni,Northern,Tonkolili,Sambaya
97,106,Northern,Tonkolili,Kunike Barina,Northern,Tonkolili,Tane
98,106,Northern,Tonkolili,Gbonkolenken,Northern,Tonkolili,Tane
99,106,Northern,Tonkolili,Kafe Simiria,Northern,Tonkolili,Tane
102,106,Northern,Tonkolili,Kholifa Rowala,Northern,Tonkolili,Tane
103,106,Northern,Tonkolili,Kunike,Northern,Tonkolili,Tane
106,106,Northern,Tonkolili,Tane,Northern,Tonkolili,Tane
2,107,Northern,Port Loko,Koya,Northern,Tonkolili,Yoni
39,107,Southern,Moyamba,Fakunya,Northern,Tonkolili,Yoni
47,107,Southern,Moyamba,Kongbora,Northern,Tonkolili,Yoni
51,107,Southern,Moyamba,Kori,Northern,Tonkolili,Yoni
53,107,Southern,Moyamba,Ribbi,Northern,Tonkolili,Yoni
98,107,Northern,Tonkolili,Gbonkolenken,Northern,Tonkolili,Yoni
101,107,Northern,Tonkolili,Kholifa Mabang,Northern,Tonkolili,Yoni
107,107,Northern,Tonkolili,Yoni,Northern,Tonkolili,Yoni
110,107,Northern,Port Loko,Masimera,Northern,Tonkolili,Yoni
108,108,Northern,Port Loko,Kaffu Bullom,Northern,Port Loko,Kaffu Bullom
109,108,Northern,Port Loko,Lokomasama,Northern,Port Loko,Kaffu Bullom
3,109,Northern,Port Loko,Bureh Kasseh Ma,Northern,Port Loko,Lokomasama
93,109,Northern,Port Loko,Maforki,Northern,Port Loko,Lokomasama
108,109,Northern,Port Loko,Kaffu Bullom,Northern,Port Loko,Lokomasama
109,109,Northern,Port Loko,Lokomasama,Northern,Port Loko,Lokomasama
136,109,Northern,Kambia,Mambolo,Northern,Port Loko,Lokomasama
2,110,Northern,Port Loko,Koya,Northern,Port Loko,Masimera
89,110,Northern,Port Loko,Marampa,Northern,Port Loko,Masimera
100,110,Northern,Tonkolili,Malal Mara,Northern,Port Loko,Masimera
101,110,Northern,Tonkolili,Kholifa Mabang,Northern,Port Loko,Masimera
107,110,Northern,Tonkolili,Yoni,Northern,Port Loko,Masimera
110,110,Northern,Port Loko,Masimera,Northern,Port Loko,Masimera
3,111,Northern,Port Loko,Bureh Kasseh Ma,Northern,Port Loko,Sanda Magbolont
96,111,Northern,Port Loko,Dibia,Northern,Port Loko,Sanda Magbolont
111,111,Northern,Port Loko,Sanda Magbolont,Northern,Port Loko,Sanda Magbolont
139,111,Northern,Bombali,Gbanti Kamarank,Northern,Port Loko,Sanda Magbolont
142,111,Northern,Bombali,Libeisaygahun,Northern,Port Loko,Sanda Magbolont
147,111,Northern,Bombali,Sanda Tendaran,Northern,Port Loko,Sanda Magbolont
152,111,Northern,Kambia,Masungbala,Northern,Port Loko,Sanda Magbolont
154,111,Northern,Kambia,Tonko Limba,Northern,Port Loko,Sanda Magbolont
112,112,Eastern,Kono,Fiama,Eastern,Kono,Fiama
114,112,Eastern,Kono,Lei,Eastern,Kono,Fiama
116,112,Eastern,Kono,Soa,Eastern,Kono,Fiama
117,112,Eastern,Kono,Gbane,Eastern,Kono,Fiama
119,112,Eastern,Kono,Gbense,Eastern,Kono,Fiama
123,112,Eastern,Kono,Tankoro,Eastern,Kono,Fiama
11,113,Northern,Port Loko,Buya Romende,Northern,Port Loko,TMS
93,113,Northern,Port Loko,Maforki,Northern,Port Loko,TMS
96,113,Northern,Port Loko,Dibia,Northern,Port Loko,TMS
113,113,Northern,Port Loko,TMS,Northern,Port Loko,TMS
142,113,Northern,Bombali,Libeisaygahun,Northern,Port Loko,TMS
112,114,Eastern,Kono,Fiama,Eastern,Kono,Lei
114,114,Eastern,Kono,Lei,Eastern,Kono,Lei
116,114,Eastern,Kono,Soa,Eastern,Kono,Lei
118,114,Eastern,Kono,Gbane Kandor,Eastern,Kono,Lei
119,114,Eastern,Kono,Gbense,Eastern,Kono,Lei
121,114,Eastern,Kono,Mafindor,Eastern,Kono,Lei
126,114,Eastern,Kono,Sandor,Eastern,Kono,Lei
127,114,Eastern,Kono,Toli,Eastern,Kono,Lei
133,114,Northern,Koinadugu,Neya,Eastern,Kono,Lei
22,116,Eastern,Kailahun,Penguia,Eastern,Kono,Soa
112,116,Eastern,Kono,Fiama,Eastern,Kono,Soa
114,116,Eastern,Kono,Lei,Eastern,Kono,Soa
116,116,Eastern,Kono,Soa,Eastern,Kono,Soa
117,116,Eastern,Kono,Gbane,Eastern,Kono,Soa
118,116,Eastern,Kono,Gbane Kandor,Eastern,Kono,Soa
22,117,Eastern,Kailahun,Penguia,Eastern,Kono,Gbane
60,117,Eastern,Kenema,Lower Bambara,Eastern,Kono,Gbane
61,117,Eastern,Kenema,Malegohun,Eastern,Kono,Gbane
82,117,Eastern,Kailahun,Yawei,Eastern,Kono,Gbane
112,117,Eastern,Kono,Fiama,Eastern,Kono,Gbane
116,117,Eastern,Kono,Soa,Eastern,Kono,Gbane
117,117,Eastern,Kono,Gbane,Eastern,Kono,Gbane
123,117,Eastern,Kono,Tankoro,Eastern,Kono,Gbane
166,117,Eastern,Kono,Gorama Kono,Eastern,Kono,Gbane
114,118,Eastern,Kono,Lei,Eastern,Kono,Gbane Kandor
116,118,Eastern,Kono,Soa,Eastern,Kono,Gbane Kandor
118,118,Eastern,Kono,Gbane Kandor,Eastern,Kono,Gbane Kandor
121,118,Eastern,Kono,Mafindor,Eastern,Kono,Gbane Kandor
112,119,Eastern,Kono,Fiama,Eastern,Kono,Gbense
114,119,Eastern,Kono,Lei,Eastern,Kono,Gbense
119,119,Eastern,Kono,Gbense,Eastern,Kono,Gbense
120,119,Eastern,Kono,Kamara,Eastern,Kono,Gbense
122,119,Eastern,Kono,Nimikoro,Eastern,Kono,Gbense
123,119,Eastern,Kono,Tankoro,Eastern,Kono,Gbense
124,119,Eastern,Kono,Koidu Town,Eastern,Kono,Gbense
126,119,Eastern,Kono,Sandor,Eastern,Kono,Gbense
119,120,Eastern,Kono,Gbense,Eastern,Kono,Kamara
120,120,Eastern,Kono,Kamara,Eastern,Kono,Kamara
122,120,Eastern,Kono,Nimikoro,Eastern,Kono,Kamara
126,120,Eastern,Kono,Sandor,Eastern,Kono,Kamara
114,121,Eastern,Kono,Lei,Eastern,Kono,Mafindor
118,121,Eastern,Kono,Gbane Kandor,Eastern,Kono,Mafindor
121,121,Eastern,Kono,Mafindor,Eastern,Kono,Mafindor
119,122,Eastern,Kono,Gbense,Eastern,Kono,Nimikoro
120,122,Eastern,Kono,Kamara,Eastern,Kono,Nimikoro
122,122,Eastern,Kono,Nimikoro,Eastern,Kono,Nimikoro
123,122,Eastern,Kono,Tankoro,Eastern,Kono,Nimikoro
124,122,Eastern,Kono,Koidu Town,Eastern,Kono,Nimikoro
125,122,Eastern,Kono,Nimiyama,Eastern,Kono,Nimikoro
126,122,Eastern,Kono,Sandor,Eastern,Kono,Nimikoro
166,122,Eastern,Kono,Gorama Kono,Eastern,Kono,Nimikoro
112,123,Eastern,Kono,Fiama,Eastern,Kono,Tankoro
117,123,Eastern,Kono,Gbane,Eastern,Kono,Tankoro
119,123,Eastern,Kono,Gbense,Eastern,Kono,Tankoro
122,123,Eastern,Kono,Nimikoro,Eastern,Kono,Tankoro
123,123,Eastern,Kono,Tankoro,Eastern,Kono,Tankoro
124,123,Eastern,Kono,Koidu Town,Eastern,Kono,Tankoro
166,123,Eastern,Kono,Gorama Kono,Eastern,Kono,Tankoro
119,124,Eastern,Kono,Gbense,Eastern,Kono,Koidu Town
122,124,Eastern,Kono,Nimikoro,Eastern,Kono,Koidu Town
123,124,Eastern,Kono,Tankoro,Eastern,Kono,Koidu Town
124,124,Eastern,Kono,Koidu Town,Eastern,Kono,Koidu Town
58,125,Eastern,Kenema,Gorama Mende,Eastern,Kono,Nimiyama
103,125,Northern,Tonkolili,Kunike,Eastern,Kono,Nimiyama
122,125,Eastern,Kono,Nimikoro,Eastern,Kono,Nimiyama
125,125,Eastern,Kono,Nimiyama,Eastern,Kono,Nimiyama
126,125,Eastern,Kono,Sandor,Eastern,Kono,Nimiyama
135,125,Northern,Koinadugu,Nieni,Eastern,Kono,Nimiyama
166,125,Eastern,Kono,Gorama Kono,Eastern,Kono,Nimiyama
114,126,Eastern,Kono,Lei,Eastern,Kono,Sandor
119,126,Eastern,Kono,Gbense,Eastern,Kono,Sandor
120,126,Eastern,Kono,Kamara,Eastern,Kono,Sandor
122,126,Eastern,Kono,Nimikoro,Eastern,Kono,Sandor
125,126,Eastern,Kono,Nimiyama,Eastern,Kono,Sandor
126,126,Eastern,Kono,Sandor,Eastern,Kono,Sandor
133,126,Northern,Koinadugu,Neya,Eastern,Kono,Sandor
135,126,Northern,Koinadugu,Nieni,Eastern,Kono,Sandor
114,127,Eastern,Kono,Lei,Eastern,Kono,Toli
127,127,Eastern,Kono,Toli,Eastern,Kono,Toli
133,127,Northern,Koinadugu,Neya,Eastern,Kono,Toli
88,128,Northern,Tonkolili,Kalansogoia,Northern,Koinadugu,Diang
105,128,Northern,Tonkolili,Sambaya,Northern,Koinadugu,Diang
128,128,Northern,Koinadugu,Diang,Northern,Koinadugu,Diang
130,128,Northern,Koinadugu,Kasunko,Northern,Koinadugu,Diang
134,128,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Diang
135,128,Northern,Koinadugu,Nieni,Northern,Koinadugu,Diang
137,128,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Diang
26,129,Northern,Koinadugu,Sulima,Northern,Koinadugu,Folosaba Dembel
104,129,Northern,Koinadugu,Dembelia - Sink,Northern,Koinadugu,Folosaba Dembel
129,129,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Folosaba Dembel
131,129,Northern,Koinadugu,Wara Wara Bafod,Northern,Koinadugu,Folosaba Dembel
134,129,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Folosaba Dembel
137,129,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Folosaba Dembel
30,130,Northern,Bombali,Sanda Loko,Northern,Koinadugu,Kasunko
88,130,Northern,Tonkolili,Kalansogoia,Northern,Koinadugu,Kasunko
128,130,Northern,Koinadugu,Diang,Northern,Koinadugu,Kasunko
130,130,Northern,Koinadugu,Kasunko,Northern,Koinadugu,Kasunko
131,130,Northern,Koinadugu,Wara Wara Bafod,Northern,Koinadugu,Kasunko
137,130,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Kasunko
138,130,Northern,Bombali,Biriwa,Northern,Koinadugu,Kasunko
148,130,Northern,Bombali,Sella Limba,Northern,Koinadugu,Kasunko
149,130,Northern,Bombali,Tambakha,Northern,Koinadugu,Kasunko
129,131,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Wara Wara Bafod
130,131,Northern,Koinadugu,Kasunko,Northern,Koinadugu,Wara Wara Bafod
131,131,Northern,Koinadugu,Wara Wara Bafod,Northern,Koinadugu,Wara Wara Bafod
137,131,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Wara Wara Bafod
149,131,Northern,Bombali,Tambakha,Northern,Koinadugu,Wara Wara Bafod
26,132,Northern,Koinadugu,Sulima,Northern,Koinadugu,Mongo
132,132,Northern,Koinadugu,Mongo,Northern,Koinadugu,Mongo
133,132,Northern,Koinadugu,Neya,Northern,Koinadugu,Mongo
134,132,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Mongo
135,132,Northern,Koinadugu,Nieni,Northern,Koinadugu,Mongo
114,133,Eastern,Kono,Lei,Northern,Koinadugu,Neya
126,133,Eastern,Kono,Sandor,Northern,Koinadugu,Neya
127,133,Eastern,Kono,Toli,Northern,Koinadugu,Neya
132,133,Northern,Koinadugu,Mongo,Northern,Koinadugu,Neya
133,133,Northern,Koinadugu,Neya,Northern,Koinadugu,Neya
135,133,Northern,Koinadugu,Nieni,Northern,Koinadugu,Neya
26,134,Northern,Koinadugu,Sulima,Northern,Koinadugu,Sengbe
128,134,Northern,Koinadugu,Diang,Northern,Koinadugu,Sengbe
129,134,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Sengbe
132,134,Northern,Koinadugu,Mongo,Northern,Koinadugu,Sengbe
134,134,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Sengbe
